出,曲牌,是否前腔,顺序,全部句式,承词,宾白,唱词,前置宾白句式,全宾白句式,后置宾白句式
第一出,蝶恋花,否,1,"[7, 4, 5, 7, 7, 7, 4, 5, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 4, 5, 7, 7, 7, 4, 5, 7, 7]",[],[]
第一出,汉宫春,否,2,"[4, 5, 4, 6, 4, 4, 7, 3, 5, 5, 6, 5, 4, 6, 4, 5, 7, 3, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 5, 4, 6, 4, 4, 7, 3, 5, 5, 6, 5, 4, 6, 4, 5, 7, 3, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[4, 5, 4, 6, 4, 4, 7, 3, 5, 5, 6, 5, 4, 6, 4, 5, 7, 3, 4, 5]"
第二出,真珠帘,否,1,"[4, 5, 3, 4, 5, 5, 7, 3, 5, 5, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 5, 3, 4, 5, 5, 7, 3, 4, 3, 8]",[],[]
第二出,鹧鸪天,否,2,"[7, 7, 7, 7, 3, 3, 7, 7, 7, 4, 3, 4, 13, 4, 6, 6, 7, 4, 9, 4, 4, 4, 6, 4, 7, 5, 4, 4, 8, 8, 4, 4, 8, 6, 6, 4, 4, 4, 5, 4, 4, 2, 2, 2, 8, 4, 6, 4, 2, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 7, 7, 3, 3, 7, 7, 7, 4, 3, 4, 13, 4, 6, 6, 7, 4, 9, 4, 4, 4, 6, 4, 7, 5, 4, 4, 8, 8, 4, 4, 8, 6, 6, 4, 4, 4, 5, 4, 4, 2, 2, 2, 8, 4, 6, 4, 2, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[7, 7, 7, 7, 3, 3, 7, 7, 7, 4, 3, 4, 13, 4, 6, 6, 7, 4, 9, 4, 4, 4, 6, 4, 7, 5, 4, 4, 8, 8, 4, 4, 8, 6, 6, 4, 4, 4, 5, 4, 4, 2, 2, 2, 8, 4, 6, 4, 2, 7, 7]"
第二出,九回肠,否,3,[0],[0],[0],[0],[],[]
第二出,解三酲,否,4,"[7, 7, 8, 7, 10, 10, 3]","[0, 0, 0, 0, 3, 3, 0]","[0, 0, 0, 0, 0, 0, 0]","[7, 7, 8, 7, 7, 7, 3]",[],[]
第二出,三学士,否,5,"[8, 7, 10, 8]","[0, 0, 3, 1]","[0, 0, 0, 0]","[8, 7, 7, 7]",[],[]
第二出,急三枪,否,6,"[9, 3, 6]","[0, 0, 0]","[0, 0, 0]","[9, 3, 6]",[],[],"[5, 7, 6, 6, 7, 5, 6]"
第三出,满庭芳,否,1,"[4, 4, 6, 4, 5, 6, 7, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 6, 4, 5, 6, 7, 7, 5]",[],[],"[7, 7, 7, 7, 8, 4, 8, 4, 4, 5, 4, 4, 4, 6, 8, 5, 5, 6, 4, 4, 4, 6, 4, 6, 6, 4, 2, 7, 7]"
第三出,绕地游,否,2,"[4, 5, 7]","[0, 0, 0]","[0, 0, 0]","[4, 5, 7]","[7, 7, 7, 7, 8, 4, 8, 4, 4, 5, 4, 4, 4, 6, 8, 5, 5, 6, 4, 4, 4, 6, 4, 6, 6, 4, 2, 7, 7]",[],"[7, 7, 7, 8, 5, 7, 6, 4, 6, 7, 5, 4]"
第三出,绕地游,是,3,"[4, 5, 3, 7]","[0, 0, 0, 3]","[0, 0, 0, 0]","[4, 5, 3, 4]","[7, 7, 7, 8, 5, 7, 6, 4, 6, 7, 5, 4]",[],"[4, 2, 6, 4, 6, 6, 9, 6, 3]"
第三出,玉山颓,否,4,"[4, 7, 7, 7, 5, 7, 7, 3, 4, 6]","[0, 0, 0, 0, 1, 0, 2, 0, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 7, 7, 7, 4, 7, 5, 3, 4, 3]","[4, 2, 6, 4, 6, 6, 9, 6, 3]",[],"[2, 5]"
第三出,玉山颓,是,5,"[4, 7, 2, 10, 10, 10, 4, 7, 5, 4, 5, 8, 5]","[0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 1, 1, 2]","[0, 0, 2, 10, 0, 0, 4, 7, 5, 4, 0, 0, 0]","[4, 7, 0, 0, 7, 7, 0, 0, 0, 0, 4, 7, 3]","[2, 5]",[],"[3, 5, 3, 3, 6, 4, 6, 4, 4, 3, 2, 2, 2, 2, 10, 8, 4, 4, 6, 4, 5, 4, 6, 5, 4, 5, 4, 4, 9]"
第三出,玉抱肚,否,6,"[4, 7, 8, 7, 9, 8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[4, 7, 8, 7, 9, 8]","[3, 5, 3, 3, 6, 4, 6, 4, 4, 3, 2, 2, 2, 2, 10, 8, 4, 4, 6, 4, 5, 4, 6, 5, 4, 5, 4, 4, 9]",[]
第三出,玉抱肚,是,7,"[4, 7, 7, 7, 2, 9, 9]","[0, 0, 0, 0, 0, 1, 2]","[0, 0, 0, 0, 2, 0, 0]","[4, 7, 7, 7, 0, 8, 7]",[],[]
第三出,玉抱肚,是,8,"[4, 7, 7, 7, 10, 7]","[0, 0, 0, 0, 3, 0]","[0, 0, 0, 0, 0, 0]","[4, 7, 7, 7, 7, 7]",[],[],"[4, 9, 3]"
第三出,玉抱肚,是,9,"[4, 9, 3, 8, 7, 13, 7]","[0, 0, 0, 1, 0, 5, 0]","[0, 0, 3, 0, 0, 0, 0]","[4, 9, 0, 7, 7, 8, 7]","[4, 9, 3]",[],"[5, 6]"
第三出,尾声,否,10,"[10, 8, 7, 6]","[3, 1, 3, 3]","[0, 0, 0, 0]","[7, 7, 4, 3]","[5, 6]",[]
第四出,双劝酒,否,1,"[4, 4, 4, 4, 7, 7]","[0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0]","[4, 4, 4, 4, 6, 6]",[],[],"[7, 7, 7, 7, 12, 4, 4, 6, 5, 4, 6, 6, 6, 6, 4, 12, 3, 1, 2, 4, 11, 8, 6, 6, 6, 3, 3, 6, 9, 4, 4, 7, 5, 5, 2, 3, 2, 3, 2, 6, 4, 2, 6, 2, 6, 2, 4, 2, 4, 5, 7, 5, 9, 3, 3, 9, 3, 3, 7, 7, 7, 7, 7, 5, 2, 11, 13, 5, 11, 7, 8, 4, 5, 4]"
第四出,洞仙歌,否,2,"[6, 5, 5, 6, 5, 5, 7]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[6, 5, 5, 6, 5, 5, 7]","[7, 7, 7, 7, 12, 4, 4, 6, 5, 4, 6, 6, 6, 6, 4, 12, 3, 1, 2, 4, 11, 8, 6, 6, 6, 3, 3, 6, 9, 4, 4, 7, 5, 5, 2, 3, 2, 3, 2, 6, 4, 2, 6, 2, 6, 2, 4, 2, 4, 5, 7, 5, 9, 3, 3, 9, 3, 3, 7, 7, 7, 7, 7, 5, 2, 11, 13, 5, 11, 7, 8, 4, 5, 4]",[]
第四出,洞仙歌,是,3,"[6, 6, 4, 6, 5, 5, 6]","[0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]","[6, 6, 4, 5, 5, 5, 5]",[],[],[5]
第五出,浣沙溪,否,1,"[3, 3, 7, 7]","[0, 0, 0, 0]","[0, 0, 0, 0]","[3, 3, 7, 7]",[],[],"[7, 7, 7, 7, 3, 4, 6, 7, 13, 4, 4, 8, 8, 6, 6, 5]"
第五出,浣沙溪,是,2,"[3, 3, 7, 8]","[0, 0, 0, 1]","[0, 0, 0, 0]","[3, 3, 7, 7]","[7, 7, 7, 7, 3, 4, 6, 7, 13, 4, 4, 8, 8, 6, 6, 5]",[],"[5, 6, 7, 7, 5, 5, 5, 5, 3, 7, 5, 4, 6, 6, 6, 2]"
第五出,锁南枝,否,3,"[3, 3, 7, 2, 5, 5, 4, 4, 3, 3, 3, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 0, 4, 4, 0, 0, 0, 0]","[3, 3, 7, 0, 5, 5, 0, 0, 3, 3, 3, 3]","[5, 6, 7, 7, 5, 5, 5, 5, 3, 7, 5, 4, 6, 6, 6, 2]",[],[6]
第五出,锁南枝,是,4,"[3, 3, 7, 2, 5, 5, 2, 9, 4, 6, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 2]","[0, 0, 0, 2, 0, 0, 2, 9, 0, 0, 0, 0]","[3, 3, 7, 0, 5, 5, 0, 0, 3, 3, 3, 3]",[6],[],"[2, 3, 5]"
第五出,锁南枝,是,5,"[3, 3, 8, 5, 5, 4, 2, 5, 2, 4, 6, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]","[0, 0, 0, 0, 0, 4, 2, 5, 2, 0, 0, 0, 0]","[3, 3, 8, 5, 5, 0, 0, 0, 0, 4, 4, 3, 3]","[2, 3, 5]",[],"[3, 4, 3, 3, 3, 3, 4, 5, 8, 6, 8, 6, 4, 6, 4, 8, 1, 3, 5, 6, 6, 4, 5, 6, 2, 2, 4, 5, 6, 6, 6, 4, 6, 8]"
第五出,锁南枝,是,6,"[4, 3, 7, 6, 5, 2, 7, 6, 3, 2, 3, 6, 3, 3]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0]","[0, 0, 0, 0, 0, 2, 7, 6, 3, 2, 0, 0, 0, 0]","[3, 3, 7, 5, 5, 0, 0, 0, 0, 0, 3, 3, 2, 3]","[3, 4, 3, 3, 3, 3, 4, 5, 8, 6, 8, 6, 4, 6, 4, 8, 1, 3, 5, 6, 6, 4, 5, 6, 2, 2, 4, 5, 6, 6, 6, 4, 6, 8]",[],"[2, 7, 6, 5, 5, 8]"
第六出,番卜算,否,1,"[5, 5, 7, 5]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5, 5, 7, 5]",[],[],"[7, 7, 7, 7, 5, 8, 7, 4, 3, 4, 4, 7, 7, 4, 8, 6, 4, 11, 4, 11, 10, 7, 7, 6, 4, 4, 12, 4, 9, 4, 4, 4, 4, 4, 12, 4, 9, 6, 4, 4, 9, 6, 8, 14, 9, 2, 6, 6, 1, 7, 2]"
第六出,番卜算,是,2,"[5, 5, 7, 5]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5, 5, 7, 5]","[7, 7, 7, 7, 5, 8, 7, 4, 3, 4, 4, 7, 7, 4, 8, 6, 4, 11, 4, 11, 10, 7, 7, 6, 4, 4, 12, 4, 9, 4, 4, 4, 4, 4, 12, 4, 9, 6, 4, 4, 9, 6, 8, 14, 9, 2, 6, 6, 1, 7, 2]",[],"[4, 8, 7, 8, 8, 7, 5, 9, 1, 5]"
第六出,锁寒窗,否,3,"[3, 4, 3, 9, 4, 6, 5, 5, 8, 6, 8, 2, 8, 6]","[0, 0, 0, 2, 0, 2, 0, 1, 0, 0, 0, 0, 2, 0]","[0, 0, 3, 0, 0, 0, 0, 0, 8, 6, 0, 0, 0, 0]","[3, 4, 0, 7, 4, 4, 5, 4, 0, 0, 8, 2, 6, 6]","[4, 8, 7, 8, 8, 7, 5, 9, 1, 5]",[],"[8, 6, 7, 7, 7, 7, 7, 2, 9, 4, 8, 7, 7, 6, 9, 4, 18, 4, 7, 8, 8, 4, 6, 5, 2, 2, 7, 5, 6, 6, 6, 7, 6, 7, 4, 7, 4, 10, 4, 6, 7, 5, 4, 2, 2, 2, 8, 8, 8, 12, 8, 9, 12, 8, 8, 11, 2, 3]"
第六出,锁寒窗,是,4,"[8, 10, 4, 7, 7, 9, 8, 4, 4, 11, 7, 5, 5, 7, 4, 5, 5, 11, 7, 9, 4, 5, 4, 5, 7, 7, 5, 4, 2, 4, 6, 7, 7, 7, 16, 4, 8, 4, 6, 5, 8, 7, 5, 7, 6, 4, 4, 9]","[1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]","[0, 0, 4, 7, 7, 9, 8, 0, 0, 11, 7, 5, 5, 7, 4, 5, 5, 11, 7, 9, 4, 5, 4, 5, 7, 7, 5, 4, 2, 4, 6, 7, 7, 7, 16, 4, 8, 4, 6, 5, 8, 7, 5, 7, 6, 0, 0, 0]","[7, 7, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 7]","[8, 6, 7, 7, 7, 7, 7, 2, 9, 4, 8, 7, 7, 6, 9, 4, 18, 4, 7, 8, 8, 4, 6, 5, 2, 2, 7, 5, 6, 6, 6, 7, 6, 7, 4, 7, 4, 10, 4, 6, 7, 5, 4, 2, 2, 2, 8, 8, 8, 12, 8, 9, 12, 8, 8, 11, 2, 3]",[],"[4, 6, 4, 4, 6, 4, 3, 5, 4, 12, 6, 4, 11, 6, 2]"
第七出,绕地游,否,1,"[4, 5, 7, 4, 4, 10]","[0, 0, 0, 0, 0, 3]","[0, 0, 0, 0, 0, 0]","[4, 5, 7, 4, 4, 7]","[7, 7, 7, 7, 4, 4, 7, 7, 6, 9, 4, 4, 4, 4, 2, 2, 2, 2, 4, 8, 6, 7, 2, 5]",[],"[4, 4, 4, 3, 2, 1, 1, 1, 5, 4, 4, 10, 4, 5, 3, 4, 4, 5, 6, 3, 3, 4, 3, 4, 4, 4, 4, 2, 4, 5, 2, 3, 4, 6, 4, 2, 7, 7, 9, 5, 8, 2, 3, 5, 2, 2, 4, 4, 5, 11, 7, 3, 2, 4, 4, 6, 4]"
第七出,掉角儿,否,2,"[3, 4, 7, 3, 4, 3, 4, 6, 3, 3, 3, 4, 4, 4, 5, 3, 5, 3, 5, 4]","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 5, 0, 0, 0]","[3, 4, 7, 3, 4, 3, 4, 3, 3, 3, 3, 4, 4, 4, 0, 0, 0, 3, 4, 4]","[4, 4, 4, 3, 2, 1, 1, 1, 5, 4, 4, 10, 4, 5, 3, 4, 4, 5, 6, 3, 3, 4, 3, 4, 4, 4, 4, 2, 4, 5, 2, 3, 4, 6, 4, 2, 7, 7, 9, 5, 8, 2, 3, 5, 2, 2, 4, 4, 5, 11, 7, 3, 2, 4, 4, 6, 4]",[],"[3, 10, 1, 1, 1, 3, 4, 5, 5, 3, 4, 7, 5, 2, 2, 5, 3, 2, 2, 8, 5, 3, 3, 3, 3, 2, 4, 5, 5, 3, 3, 1, 6, 6, 3, 9, 4, 12, 9, 3, 2, 6, 6, 6, 9, 4, 3, 6, 10, 6, 4, 3, 3, 3, 4, 7, 4, 4, 2, 3, 3, 6, 5]"
第七出,掉角儿,是,3,"[3, 7, 10, 4, 4, 4, 3, 5, 3, 7, 2, 3, 6, 3, 3, 3, 4, 2, 7, 5, 6, 7, 3, 4, 6, 5]","[0, 3, 3, 0, 0, 0, 0, 1, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 1, 2, 0]","[0, 0, 0, 4, 4, 4, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 2, 0, 0, 6, 7, 3, 0, 0, 0]","[3, 4, 7, 0, 0, 0, 3, 4, 3, 4, 0, 0, 3, 3, 3, 3, 4, 0, 4, 4, 0, 0, 0, 3, 4, 5]","[3, 10, 1, 1, 1, 3, 4, 5, 5, 3, 4, 7, 5, 2, 2, 5, 3, 2, 2, 8, 5, 3, 3, 3, 3, 2, 4, 5, 5, 3, 3, 1, 6, 6, 3, 9, 4, 12, 9, 3, 2, 6, 6, 6, 9, 4, 3, 6, 10, 6, 4, 3, 3, 3, 4, 7, 4, 4, 2, 3, 3, 6, 5]",[],"[3, 5, 3]","[6, 8]"
第七出,掉角儿,是,4,"[8, 8, 3, 2, 4, 6, 3, 6, 5, 6, 3, 3, 3, 4, 4, 8, 4, 13]","[0, 0, 0, 0, 1, 2, 0, 2, 0, 3, 0, 0, 0, 0, 0, 4, 0, 2]","[0, 0, 3, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4, 0, 0, 0]","[8, 8, 0, 0, 3, 4, 3, 4, 0, 3, 3, 3, 3, 4, 0, 4, 4, 11]","[6, 8]",[],"[4, 3, 2, 5, 2]"
第七出,尾声,否,5,"[10, 9, 6, 4, 7, 12]","[4, 2, 0, 0, 0, 4]","[0, 0, 6, 4, 7, 0]","[6, 7, 0, 0, 0, 8]","[4, 3, 2, 5, 2]",[],"[3, 3, 6, 3, 4, 4, 5, 4, 6, 4, 6, 3, 6, 5, 6, 6, 4, 4, 9, 4]"
第八出,夜游朝,否,1,"[7, 7, 4, 4, 7]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[7, 7, 4, 4, 7]",[],[]
第八出,古调笑,否,2,"[4, 6, 6, 6, 4, 6, 4, 5, 4, 6, 4, 5, 6, 4, 10, 7, 4, 5, 5, 3, 4, 4, 4, 4, 6, 2, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 6, 6, 6, 4, 6, 4, 5, 4, 6, 4, 5, 6, 4, 10, 7, 4, 5, 5, 3, 4, 4, 4, 4, 6, 2, 7, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[4, 6, 6, 6, 4, 6, 4, 5, 4, 6, 4, 5, 6, 4, 10, 7, 4, 5, 5, 3, 4, 4, 4, 4, 6, 2, 7, 7]"
第八出,夜游朝,是,3,"[7, 7, 4, 4, 8]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0]","[7, 7, 4, 4, 7]",[],[],"[13, 7, 4, 4, 4, 7, 4, 4, 6, 8, 6, 11]"
第八出,普贤歌,否,4,"[9, 8, 5, 5, 10]","[2, 1, 0, 0, 2]","[0, 0, 0, 0, 0]","[7, 7, 5, 5, 8]","[13, 7, 4, 4, 4, 7, 4, 4, 6, 8, 6, 11]",[],"[7, 8, 4, 7, 2, 5, 6, 2, 4, 4]"
第八出,排歌,否,5,"[4, 4, 6, 4, 4, 7, 3, 3, 7, 3, 3, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 6, 4, 4, 7, 3, 3, 7, 3, 3, 7]","[7, 8, 4, 7, 2, 5, 6, 2, 4, 4]",[],"[2, 3, 3, 6, 9, 4, 4, 7]"
第八出,长相思,否,6,"[5, 3, 7, 5]","[0, 0, 0, 0]","[5, 3, 7, 5]","[0, 0, 0, 0]","[2, 3, 3, 6, 9, 4, 4, 7]","[5, 3, 7, 5]","[2, 3, 3, 7, 5, 2, 7]"
第八出,八声甘州,否,7,"[4, 5, 4, 4, 6, 8, 9, 2, 6, 6]","[0, 0, 0, 0, 0, 1, 2, 0, 2, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 5, 4, 4, 6, 7, 7, 2, 4, 2]","[2, 3, 3, 7, 5, 2, 7]",[],"[6, 4, 5]"
第八出,八声甘州,是,8,"[5, 5, 4, 4, 6, 7, 7, 2, 6]","[1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 5, 4, 4, 6, 7, 7, 2, 6]","[6, 4, 5]",[],[6]
第八出,孝顺歌,否,9,"[3, 3, 8, 5, 5, 4, 3, 5, 5, 4, 5, 3, 9, 4, 7, 7, 7, 7, 6, 3, 2, 5, 5, 6]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0, 3, 5, 5, 4, 5, 3, 9, 4, 7, 7, 7, 7, 6, 3, 2, 0, 0, 0]","[3, 3, 7, 5, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 4]",[6],[],[8]
第八出,孝顺歌,是,10,"[3, 3, 8, 5, 6, 4, 3, 11, 6, 4, 2, 8, 4, 7, 7, 7, 7, 3, 3, 5, 5, 5]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 3, 11, 6, 4, 2, 8, 4, 7, 7, 7, 7, 3, 3, 0, 0, 0]","[3, 3, 7, 5, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 4]",[8],[],[8]
第八出,孝顺歌,是,11,"[4, 4, 7, 1, 6, 6, 6, 4, 3, 3, 6, 6, 7, 6, 3, 4, 7, 7, 7, 7, 2, 3, 5, 5, 5]","[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 6, 0, 0, 0, 3, 3, 6, 6, 7, 6, 3, 4, 7, 7, 7, 7, 2, 3, 0, 0, 0]","[3, 3, 7, 0, 0, 5, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 4]",[8],[],[9]
第八出,孝顺歌,是,12,"[3, 3, 7, 1, 6, 5, 5, 4, 3, 3, 6, 6, 7, 9, 4, 4, 7, 7, 7, 7, 3, 3, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 6, 0, 0, 0, 3, 3, 6, 6, 7, 9, 4, 4, 7, 7, 7, 7, 3, 3, 0, 0, 0]","[3, 3, 7, 0, 0, 5, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 4]",[9],[],"[3, 7, 2, 4, 5, 5, 8, 6, 11, 5]"
第八出,清江引,否,13,"[7, 5, 6, 5, 5, 7]","[0, 0, 1, 0, 0, 2]","[0, 0, 0, 0, 5, 0]","[7, 5, 5, 5, 0, 5]","[3, 7, 2, 4, 5, 5, 8, 6, 11, 5]",[]
第九出,一江风,否,1,"[3, 6, 6, 3, 4, 4, 5, 5, 5, 9]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 5, 3, 4, 4, 5, 5, 5, 5]",[],[],"[7, 7, 8, 7, 3, 6, 6, 4, 4, 4, 8, 7, 4, 4, 7, 4, 5, 4, 4, 6, 6, 6, 6, 4, 3, 2, 8, 4, 2, 6, 6, 3, 3, 6, 4, 4, 4, 9, 8, 5, 4, 4, 7, 4, 4, 5, 7, 4, 10, 1, 4, 5, 2, 7, 7]"
第九出,一江风,是,2,"[3, 5, 5, 1, 3, 4, 4, 5, 3, 7, 5, 9]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0]","[3, 5, 5, 0, 3, 4, 4, 5, 0, 5, 5, 8]","[7, 7, 8, 7, 3, 6, 6, 4, 4, 4, 8, 7, 4, 4, 7, 4, 5, 4, 4, 6, 6, 6, 6, 4, 3, 2, 8, 4, 2, 6, 6, 3, 3, 6, 4, 4, 4, 9, 8, 5, 4, 4, 7, 4, 4, 5, 7, 4, 10, 1, 4, 5, 2, 7, 7]",[],"[6, 11, 2, 2]"
第九出,一江风,是,3,"[3, 5, 5, 5, 6, 5, 2, 5, 5, 4, 3, 4, 8, 6, 5, 7, 8, 4, 7, 4, 7, 4, 7, 5, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3]","[0, 0, 0, 5, 6, 5, 2, 5, 5, 4, 3, 4, 8, 6, 5, 7, 8, 0, 0, 4, 7, 4, 1, 0, 0]","[3, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 0, 0, 0, 5, 5, 5]","[6, 11, 2, 2]",[],[5]
第九出,一江风,是,4,"[3, 5, 5, 2, 10, 7, 7, 2, 3, 6, 6, 7, 3, 4, 4, 4, 5, 6, 7, 3, 6, 5, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 2, 10, 7, 7, 2, 3, 6, 6, 7, 0, 0, 0, 4, 0, 6, 7, 3, 0, 0, 0]","[3, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 5, 0, 0, 0, 5, 5, 8]",[5],[],"[3, 7, 7, 7, 5, 2]"
第九出,普贤歌,否,5,"[7, 7, 6, 6, 3, 9]","[0, 0, 1, 1, 3, 1]","[0, 0, 0, 0, 0, 0]","[7, 7, 5, 5, 0, 8]","[3, 7, 7, 7, 5, 2]",[],"[4, 2, 6, 7, 3, 4, 3, 4, 4, 4, 4, 5, 3, 6, 2, 7, 7, 4, 2, 2]"
第九出,梨花儿,否,6,"[9, 9, 9, 1, 9]","[0, 2, 3, 0, 1]","[0, 0, 0, 0, 0]","[9, 7, 6, 1, 8]","[4, 2, 6, 7, 3, 4, 3, 4, 4, 4, 4, 5, 3, 6, 2, 7, 7, 4, 2, 2]",[],[6]
第九出,梨花儿,是,7,"[8, 9, 2, 10, 1, 11]","[1, 1, 0, 3, 0, 4]","[0, 0, 2, 0, 0, 0]","[7, 8, 0, 7, 1, 7]",[6],[],"[2, 9, 9, 6, 3]"
第十出,绕地游,否,1,"[4, 5, 6, 4, 4, 8]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[4, 5, 6, 4, 4, 7]",[],[]
